-1641.067199999999,-117.66719999999953
-1641.067199999999,-316.56719999999916
-1442.1671999999994,-316.56719999999916
-1641.067199999999,-515.4672000000006
-1641.067199999999,-714.3671999999993
-1641.067199999999,-913.267199999999
-1442.1671999999994,-913.267199999999
-1442.1671999999994,-714.3671999999993
-1442.1671999999994,-515.4672000000006
-1243.2671999999989,-515.4672000000006
-1044.3671999999992,-515.4672000000006
-1044.3671999999992,-714.3671999999993
-1243.2671999999989,-714.3671999999993
-1243.2671999999989,-913.267199999999
-1044.3671999999992,-913.267199999999
-845.4672000000006,-913.267199999999
-845.4672000000006,-714.3671999999993
-845.4672000000006,-515.4672000000006
-646.5671999999992,-515.4672000000006
-447.6671999999995,-515.4672000000006
-447.6671999999995,-714.3671999999993
-646.5671999999992,-714.3671999999993
-646.5671999999992,-913.267199999999
-447.6671999999995,-913.267199999999
-248.76719999999898,-913.267199999999
-248.76719999999898,-714.3671999999993
-248.76719999999898,-515.4672000000006
-49.86719999999934,-515.4672000000006
149.0328000000003,-515.4672000000006
149.0328000000003,-714.3671999999993
-49.86719999999934,-714.3671999999993
-49.86719999999934,-913.267199999999
149.0328000000003,-913.267199999999
347.93280000000084,-913.267199999999
347.93280000000084,-714.3671999999993
347.93280000000084,-515.4672000000006
546.8328000000023,-515.4672000000006
745.7328000000001,-515.4672000000006
944.6328000000016,-515.4672000000006
944.6328000000016,-714.3671999999993
745.7328000000001,-714.3671999999993
546.8328000000023,-714.3671999999993
546.8328000000023,-913.267199999999
745.7328000000001,-913.267199999999
944.6328000000016,-913.267199999999
1143.5327999999995,-913.267199999999
1143.5327999999995,-714.3671999999993
1143.5327999999995,-515.4672000000006
1342.432800000001,-515.4672000000006
1541.3328000000006,-515.4672000000006
1541.3328000000006,-714.3671999999993
1342.432800000001,-714.3671999999993
1342.432800000001,-913.267199999999
1541.3328000000006,-913.267199999999
1740.2328000000002,-913.267199999999
1740.2328000000002,-714.3671999999993
1740.2328000000002,-515.4672000000006
1939.1328000000017,-515.4672000000006
2138.0328000000013,-515.4672000000006
2138.0328000000013,-714.3671999999993
1939.1328000000017,-714.3671999999993
1939.1328000000017,-913.267199999999
2138.0328000000013,-913.267199999999
2336.932800000001,-913.267199999999
2336.932800000001,-714.3671999999993
2336.932800000001,-515.4672000000006
2535.8328000000024,-515.4672000000006
2734.7328,-515.4672000000006
2933.6328000000017,-515.4672000000006
3132.5328000000013,-515.4672000000006
3132.5328000000013,-714.3671999999993
3132.5328000000013,-913.267199999999
